----------------------------------------------------------------------------
	SCS v1.2.6 - Splitting Conic Solver
	(c) Brendan O'Donoghue, Stanford University, 2012-2016
----------------------------------------------------------------------------
Lin-sys: sparse-direct, nnz in A = 244
eps = 1.00e-04, alpha = 1.80, max_iters = 50000, normalize = 1, scale = 5.00
Variables n = 58, constraints m = 175
Cones:	primal zero / dual free vars: 22
	linear vars: 49
	soc vars: 12, soc blks: 2
	sd vars: 56, sd blks: 2
	exp vars: 36, dual exp vars: 0
Setup time: 2.76e-04s
----------------------------------------------------------------------------
 Iter | pri res | dua res | rel gap | pri obj | dua obj | kap/tau | time (s)
----------------------------------------------------------------------------
     0|      inf       inf      -nan      -inf      -inf       inf  5.75e-04 
 14400| 5.05e-05  3.32e-04  3.96e-05 -7.82e-02 -7.81e-02  0.00e+00  5.22e+00 
 14500| 5.04e-05  3.31e-04  3.96e-05 -7.82e-02 -7.81e-02  0.00e+00  5.26e+00 
 14600| 5.03e-05  3.29e-04  3.96e-05 -7.82e-02 -7.82e-02  0.00e+00  5.29e+00 
 14700| 5.02e-05  3.28e-04  3.97e-05 -7.82e-02 -7.82e-02  0.00e+00  5.33e+00 
 14800| 5.01e-05  3.27e-04  3.97e-05 -7.82e-02 -7.82e-02  0.00e+00  5.36e+00 
 14900| 5.00e-05  3.25e-04  3.97e-05 -7.82e-02 -7.82e-02  0.00e+00  5.40e+00 
 15000| 4.99e-05  3.24e-04  3.97e-05 -7.82e-02 -7.82e-02  0.00e+00  5.43e+00 
 15100| 4.98e-05  3.22e-04  3.98e-05 -7.83e-02 -7.82e-02  0.00e+00  5.47e+00 
 15200| 4.97e-05  3.21e-04  3.98e-05 -7.83e-02 -7.82e-02  0.00e+00  5.50e+00 
 15300| 4.96e-05  3.19e-04  3.98e-05 -7.83e-02 -7.82e-02  0.00e+00  5.54e+00 
 15400| 4.95e-05  3.18e-04  3.98e-05 -7.83e-02 -7.82e-02  0.00e+00  5.57e+00 
 15500| 4.94e-05  3.17e-04  3.99e-05 -7.83e-02 -7.83e-02  0.00e+00  5.61e+00 
 15600| 4.93e-05  3.15e-04  3.99e-05 -7.83e-02 -7.83e-02  0.00e+00  5.65e+00 
 15700| 4.92e-05  3.14e-04  3.99e-05 -7.83e-02 -7.83e-02  0.00e+00  5.68e+00 
 15800| 4.91e-05  3.13e-04  3.99e-05 -7.83e-02 -7.83e-02  0.00e+00  5.72e+00 
 15900| 4.90e-05  3.11e-04  3.99e-05 -7.83e-02 -7.83e-02  0.00e+00  5.75e+00 
 16000| 4.89e-05  3.10e-04  4.00e-05 -7.84e-02 -7.83e-02  0.00e+00  5.79e+00 
 16100| 4.88e-05  3.09e-04  4.00e-05 -7.84e-02 -7.83e-02  0.00e+00  5.82e+00 
 16200| 4.86e-05  3.08e-04  4.00e-05 -7.84e-02 -7.83e-02  0.00e+00  5.86e+00 
 16300| 4.86e-05  3.06e-04  4.00e-05 -7.84e-02 -7.83e-02  0.00e+00  5.89e+00 
 16400| 4.85e-05  3.05e-04  4.00e-05 -7.84e-02 -7.84e-02  0.00e+00  5.93e+00 
 16500| 4.84e-05  3.04e-04  4.01e-05 -7.84e-02 -7.84e-02  0.00e+00  5.96e+00 
 16600| 4.83e-05  3.03e-04  4.01e-05 -7.84e-02 -7.84e-02  0.00e+00  6.00e+00 
 16700| 4.82e-05  3.01e-04  4.01e-05 -7.84e-02 -7.84e-02  0.00e+00  6.03e+00 
 16800| 4.81e-05  3.00e-04  4.01e-05 -7.84e-02 -7.84e-02  0.00e+00  6.07e+00 
 16900| 4.80e-05  2.99e-04  4.01e-05 -7.84e-02 -7.84e-02  0.00e+00  6.10e+00 
 17000| 4.79e-05  2.98e-04  4.01e-05 -7.85e-02 -7.84e-02  0.00e+00  6.14e+00 
 17100| 4.78e-05  2.96e-04  4.01e-05 -7.85e-02 -7.84e-02  0.00e+00  6.17e+00 
 17200| 4.77e-05  2.95e-04  4.01e-05 -7.85e-02 -7.84e-02  0.00e+00  6.21e+00 
 17300| 4.76e-05  2.94e-04  4.02e-05 -7.85e-02 -7.84e-02  0.00e+00  6.25e+00 
 17400| 4.77e-05  2.93e-04  2.95e-05 -7.85e-02 -7.85e-02  0.00e+00  6.28e+00 
 17500| 4.80e-05  2.91e-04  1.61e-05 -7.85e-02 -7.85e-02  0.00e+00  6.32e+00 
 17600| 4.83e-05  2.90e-04  1.56e-06 -7.85e-02 -7.85e-02  0.00e+00  6.35e+00 
 17700| 4.86e-05  2.88e-04  1.32e-05 -7.85e-02 -7.85e-02  0.00e+00  6.39e+00 
 17800| 4.89e-05  2.86e-04  2.76e-05 -7.85e-02 -7.85e-02  0.00e+00  6.42e+00 
 17900| 4.92e-05  2.85e-04  4.15e-05 -7.85e-02 -7.85e-02  0.00e+00  6.46e+00 
 18000| 4.94e-05  2.83e-04  5.47e-05 -7.85e-02 -7.85e-02  0.00e+00  6.49e+00 
 18100| 4.97e-05  2.81e-04  6.71e-05 -7.85e-02 -7.85e-02  0.00e+00  6.53e+00 
 18200| 4.99e-05  2.80e-04  7.88e-05 -7.85e-02 -7.86e-02  0.00e+00  6.56e+00 
 18300| 5.01e-05  2.78e-04  8.97e-05 -7.85e-02 -7.86e-02  0.00e+00  6.60e+00 
 18400| 5.02e-05  2.76e-04  9.99e-05 -7.85e-02 -7.86e-02  0.00e+00  6.63e+00 
 18500| 5.04e-05  2.75e-04  1.09e-04 -7.85e-02 -7.86e-02  0.00e+00  6.67e+00 
 18600| 5.05e-05  2.73e-04  1.18e-04 -7.85e-02 -7.86e-02  0.00e+00  6.70e+00 
 18700| 5.06e-05  2.71e-04  1.26e-04 -7.85e-02 -7.86e-02  0.00e+00  6.74e+00 
